nhs_region,age_group,react_week_number,react_week_start_date,number_positive,number_samples,round
South West,13-17,95,18/10/2021,18,173,Round 15
South West,18-24,95,18/10/2021,2,79,Round 15
South West,25-34,95,18/10/2021,2,151,Round 15
South West,35-44,95,18/10/2021,7,241,Round 15
South West,45-54,95,18/10/2021,9,350,Round 15
South West,55-64,95,18/10/2021,6,496,Round 15
South West,65+,95,18/10/2021,4,861,Round 15
East of England,5-12,96,25/10/2021,16,373,Round 15
East of England,13-17,96,25/10/2021,16,369,Round 15
East of England,18-24,96,25/10/2021,1,182,Round 15
East of England,25-34,96,25/10/2021,3,410,Round 15
East of England,35-44,96,25/10/2021,13,699,Round 15
East of England,45-54,96,25/10/2021,18,1062,Round 15
East of England,55-64,96,25/10/2021,12,1460,Round 15
East of England,65+,96,25/10/2021,10,2069,Round 15
London,5-12,96,25/10/2021,19,499,Round 15
London,13-17,96,25/10/2021,15,443,Round 15
London,18-24,96,25/10/2021,1,233,Round 15
London,25-34,96,25/10/2021,8,1019,Round 15
London,35-44,96,25/10/2021,11,1238,Round 15
London,45-54,96,25/10/2021,10,1365,Round 15
London,55-64,96,25/10/2021,9,1448,Round 15
London,65+,96,25/10/2021,7,1632,Round 15
Midlands,5-12,96,25/10/2021,24,539,Round 15
Midlands,13-17,96,25/10/2021,28,550,Round 15
Midlands,18-24,96,25/10/2021,1,269,Round 15
Midlands,25-34,96,25/10/2021,3,657,Round 15
Midlands,35-44,96,25/10/2021,14,1058,Round 15
Midlands,45-54,96,25/10/2021,19,1605,Round 15
Midlands,55-64,96,25/10/2021,19,2226,Round 15
Midlands,65+,96,25/10/2021,27,3203,Round 15
North East and Yorkshire,5-12,96,25/10/2021,16,377,Round 15
North East and Yorkshire,13-17,96,25/10/2021,26,429,Round 15
North East and Yorkshire,18-24,96,25/10/2021,0,231,Round 15
North East and Yorkshire,25-34,96,25/10/2021,5,587,Round 15
North East and Yorkshire,35-44,96,25/10/2021,14,850,Round 15
North East and Yorkshire,45-54,96,25/10/2021,19,1360,Round 15
North East and Yorkshire,55-64,96,25/10/2021,18,1926,Round 15
North East and Yorkshire,65+,96,25/10/2021,23,2709,Round 15
North West,5-12,96,25/10/2021,19,282,Round 15
North West,13-17,96,25/10/2021,19,380,Round 15
North West,18-24,96,25/10/2021,1,193,Round 15
North West,25-34,96,25/10/2021,9,415,Round 15
North West,35-44,96,25/10/2021,12,630,Round 15
North West,45-54,96,25/10/2021,16,1049,Round 15
North West,55-64,96,25/10/2021,12,1452,Round 15
North West,65+,96,25/10/2021,15,2076,Round 15
South East,5-12,96,25/10/2021,29,541,Round 15
South East,13-17,96,25/10/2021,24,527,Round 15
South East,18-24,96,25/10/2021,1,272,Round 15
South East,25-34,96,25/10/2021,4,569,Round 15
South East,35-44,96,25/10/2021,17,972,Round 15
South East,45-54,96,25/10/2021,25,1574,Round 15
South East,55-64,96,25/10/2021,15,2079,Round 15
South East,65+,96,25/10/2021,16,2901,Round 15
South West,5-12,96,25/10/2021,17,300,Round 15
South West,13-17,96,25/10/2021,27,347,Round 15
South West,18-24,96,25/10/2021,0,173,Round 15
South West,25-34,96,25/10/2021,3,407,Round 15
South West,35-44,96,25/10/2021,15,629,Round 15
South West,45-54,96,25/10/2021,12,1004,Round 15
South West,55-64,96,25/10/2021,8,1381,Round 15
South West,65+,96,25/10/2021,18,2063,Round 15
East of England,5-12,97,01/11/2021,11,177,Round 15
East of England,13-17,97,01/11/2021,2,137,Round 15
East of England,18-24,97,01/11/2021,1,86,Round 15
East of England,25-34,97,01/11/2021,2,240,Round 15
East of England,35-44,97,01/11/2021,1,433,Round 15
East of England,45-54,97,01/11/2021,4,524,Round 15
East of England,55-64,97,01/11/2021,3,589,Round 15
East of England,65+,97,01/11/2021,6,717,Round 15
London,5-12,97,01/11/2021,5,309,Round 15
London,13-17,97,01/11/2021,3,155,Round 15
London,18-24,97,01/11/2021,1,143,Round 15
London,25-34,97,01/11/2021,2,640,Round 15
London,35-44,97,01/11/2021,4,782,Round 15
London,45-54,97,01/11/2021,11,753,Round 15
London,55-64,97,01/11/2021,10,688,Round 15
London,65+,97,01/11/2021,4,706,Round 15
Midlands,5-12,97,01/11/2021,5,240,Round 15
Midlands,13-17,97,01/11/2021,10,177,Round 15
Midlands,18-24,97,01/11/2021,2,146,Round 15
Midlands,25-34,97,01/11/2021,2,345,Round 15
Midlands,35-44,97,01/11/2021,5,576,Round 15
Midlands,45-54,97,01/11/2021,8,779,Round 15
Midlands,55-64,97,01/11/2021,3,896,Round 15
Midlands,65+,97,01/11/2021,5,1030,Round 15
North East and Yorkshire,5-12,97,01/11/2021,5,191,Round 15
North East and Yorkshire,13-17,97,01/11/2021,7,147,Round 15
North East and Yorkshire,18-24,97,01/11/2021,1,111,Round 15
North East and Yorkshire,25-34,97,01/11/2021,2,276,Round 15
North East and Yorkshire,35-44,97,01/11/2021,7,477,Round 15
North East and Yorkshire,45-54,97,01/11/2021,5,631,Round 15
North East and Yorkshire,55-64,97,01/11/2021,8,766,Round 15
North East and Yorkshire,65+,97,01/11/2021,10,874,Round 15
North West,5-12,97,01/11/2021,3,123,Round 15
North West,13-17,97,01/11/2021,3,90,Round 15
North West,18-24,97,01/11/2021,0,87,Round 15
North West,25-34,97,01/11/2021,1,225,Round 15
North West,35-44,97,01/11/2021,4,385,Round 15
North West,45-54,97,01/11/2021,3,473,Round 15
North West,55-64,97,01/11/2021,9,575,Round 15
North West,65+,97,01/11/2021,6,690,Round 15
South East,5-12,97,01/11/2021,7,285,Round 15
South East,13-17,97,01/11/2021,10,214,Round 15
South East,18-24,97,01/11/2021,0,138,Round 15
South East,25-34,97,01/11/2021,1,336,Round 15
South East,35-44,97,01/11/2021,7,623,Round 15
South East,45-54,97,01/11/2021,5,816,Round 15
South East,55-64,97,01/11/2021,10,859,Round 15
South East,65+,97,01/11/2021,8,1014,Round 15
South West,5-12,97,01/11/2021,11,145,Round 15
South West,13-17,97,01/11/2021,4,113,Round 15
South West,18-24,97,01/11/2021,0,87,Round 15
South West,25-34,97,01/11/2021,3,173,Round 15
South West,35-44,97,01/11/2021,4,379,Round 15
South West,45-54,97,01/11/2021,2,382,Round 15
South West,55-64,97,01/11/2021,5,471,Round 15
South West,65+,97,01/11/2021,7,644,Round 15
London,35-44,98,08/11/2021,0,1,Round 15
London,45-54,98,08/11/2021,0,2,Round 15
London,55-64,98,08/11/2021,0,1,Round 15
London,65+,98,08/11/2021,0,1,Round 15
South East,13-17,98,08/11/2021,0,1,Round 15
South East,18-24,98,08/11/2021,0,1,Round 15
South East,35-44,98,08/11/2021,0,1,Round 15
South East,55-64,98,08/11/2021,0,1,Round 15
South East,65+,98,08/11/2021,0,1,Round 15
East of England,5-12,100,22/11/2021,7,201,Round 16
East of England,13-17,100,22/11/2021,3,196,Round 16
East of England,18-24,100,22/11/2021,0,64,Round 16
East of England,25-34,100,22/11/2021,2,186,Round 16
East of England,35-44,100,22/11/2021,10,361,Round 16
East of England,45-54,100,22/11/2021,8,555,Round 16
East of England,55-64,100,22/11/2021,5,729,Round 16
East of England,65+,100,22/11/2021,2,1199,Round 16
London,5-12,100,22/11/2021,12,290,Round 16
London,13-17,100,22/11/2021,6,227,Round 16
London,18-24,100,22/11/2021,1,86,Round 16
London,25-34,100,22/11/2021,7,365,Round 16
London,35-44,100,22/11/2021,6,561,Round 16
London,45-54,100,22/11/2021,10,603,Round 16
London,55-64,100,22/11/2021,10,633,Round 16
London,65+,100,22/11/2021,1,848,Round 16
Midlands,5-12,100,22/11/2021,17,262,Round 16
Midlands,13-17,100,22/11/2021,10,279,Round 16
Midlands,18-24,100,22/11/2021,0,113,Round 16
Midlands,25-34,100,22/11/2021,3,278,Round 16
Midlands,35-44,100,22/11/2021,5,510,Round 16
Midlands,45-54,100,22/11/2021,8,762,Round 16
Midlands,55-64,100,22/11/2021,11,1108,Round 16
Midlands,65+,100,22/11/2021,9,1704,Round 16
North East and Yorkshire,5-12,100,22/11/2021,13,177,Round 16
North East and Yorkshire,13-17,100,22/11/2021,4,203,Round 16
North East and Yorkshire,18-24,100,22/11/2021,2,72,Round 16
North East and Yorkshire,25-34,100,22/11/2021,0,206,Round 16
North East and Yorkshire,35-44,100,22/11/2021,10,387,Round 16
North East and Yorkshire,45-54,100,22/11/2021,5,624,Round 16
North East and Yorkshire,55-64,100,22/11/2021,7,937,Round 16
North East and Yorkshire,65+,100,22/11/2021,8,1425,Round 16
North West,5-12,100,22/11/2021,2,117,Round 16
North West,13-17,100,22/11/2021,2,124,Round 16
North West,18-24,100,22/11/2021,0,47,Round 16
North West,25-34,100,22/11/2021,2,156,Round 16
North West,35-44,100,22/11/2021,3,304,Round 16
North West,45-54,100,22/11/2021,5,416,Round 16
North West,55-64,100,22/11/2021,5,671,Round 16
North West,65+,100,22/11/2021,7,1013,Round 16
South East,5-12,100,22/11/2021,20,250,Round 16
South East,13-17,100,22/11/2021,5,217,Round 16
South East,18-24,100,22/11/2021,0,78,Round 16
South East,25-34,100,22/11/2021,2,232,Round 16
South East,35-44,100,22/11/2021,2,485,Round 16
South East,45-54,100,22/11/2021,14,739,Round 16
South East,55-64,100,22/11/2021,11,957,Round 16
South East,65+,100,22/11/2021,6,1480,Round 16
South West,5-12,100,22/11/2021,9,169,Round 16
South West,13-17,100,22/11/2021,5,144,Round 16
South West,18-24,100,22/11/2021,1,62,Round 16
South West,25-34,100,22/11/2021,1,154,Round 16
South West,35-44,100,22/11/2021,3,325,Round 16
South West,45-54,100,22/11/2021,8,449,Round 16
South West,55-64,100,22/11/2021,9,725,Round 16
South West,65+,100,22/11/2021,7,1221,Round 16
East of England,5-12,101,29/11/2021,15,330,Round 16
East of England,13-17,101,29/11/2021,5,199,Round 16
East of England,18-24,101,29/11/2021,0,102,Round 16
East of England,25-34,101,29/11/2021,3,321,Round 16
East of England,35-44,101,29/11/2021,6,593,Round 16
East of England,45-54,101,29/11/2021,8,881,Round 16
East of England,55-64,101,29/11/2021,10,1249,Round 16
East of England,65+,101,29/11/2021,10,1837,Round 16
London,5-12,101,29/11/2021,22,449,Round 16
London,13-17,101,29/11/2021,5,262,Round 16
London,18-24,101,29/11/2021,1,152,Round 16
London,25-34,101,29/11/2021,9,783,Round 16
London,35-44,101,29/11/2021,22,1075,Round 16
London,45-54,101,29/11/2021,9,1173,Round 16
London,55-64,101,29/11/2021,10,1132,Round 16
London,65+,101,29/11/2021,7,1383,Round 16
Midlands,5-12,101,29/11/2021,18,450,Round 16
Midlands,13-17,101,29/11/2021,4,309,Round 16
Midlands,18-24,101,29/11/2021,1,175,Round 16
Midlands,25-34,101,29/11/2021,3,444,Round 16
Midlands,35-44,101,29/11/2021,18,863,Round 16
Midlands,45-54,101,29/11/2021,19,1396,Round 16
Midlands,55-64,101,29/11/2021,13,1926,Round 16
Midlands,65+,101,29/11/2021,11,2714,Round 16
North East and Yorkshire,5-12,101,29/11/2021,12,325,Round 16
North East and Yorkshire,13-17,101,29/11/2021,4,239,Round 16
North East and Yorkshire,18-24,101,29/11/2021,0,125,Round 16
North East and Yorkshire,25-34,101,29/11/2021,3,352,Round 16
North East and Yorkshire,35-44,101,29/11/2021,10,671,Round 16
North East and Yorkshire,45-54,101,29/11/2021,14,1086,Round 16
North East and Yorkshire,55-64,101,29/11/2021,9,1573,Round 16
North East and Yorkshire,65+,101,29/11/2021,8,2210,Round 16
North West,5-12,101,29/11/2021,10,239,Round 16
North West,13-17,101,29/11/2021,2,173,Round 16
North West,18-24,101,29/11/2021,1,85,Round 16
North West,25-34,101,29/11/2021,5,303,Round 16
North West,35-44,101,29/11/2021,4,529,Round 16
North West,45-54,101,29/11/2021,5,811,Round 16
North West,55-64,101,29/11/2021,8,1203,Round 16
North West,65+,101,29/11/2021,11,1717,Round 16
South East,5-12,101,29/11/2021,24,470,Round 16
South East,13-17,101,29/11/2021,6,312,Round 16
South East,18-24,101,29/11/2021,1,120,Round 16
South East,25-34,101,29/11/2021,4,426,Round 16
South East,35-44,101,29/11/2021,18,797,Round 16
South East,45-54,101,29/11/2021,21,1296,Round 16
South East,55-64,101,29/11/2021,16,1693,Round 16
South East,65+,101,29/11/2021,8,2471,Round 16
South West,5-12,101,29/11/2021,19,249,Round 16
South West,13-17,101,29/11/2021,5,181,Round 16
South West,18-24,101,29/11/2021,1,89,Round 16
South West,25-34,101,29/11/2021,4,270,Round 16
South West,35-44,101,29/11/2021,10,533,Round 16
South West,45-54,101,29/11/2021,13,811,Round 16
South West,55-64,101,29/11/2021,11,1095,Round 16
South West,65+,101,29/11/2021,1,1769,Round 16
East of England,5-12,102,06/12/2021,4,149,Round 16
East of England,13-17,102,06/12/2021,1,129,Round 16
East of England,18-24,102,06/12/2021,2,58,Round 16
East of England,25-34,102,06/12/2021,2,160,Round 16
East of England,35-44,102,06/12/2021,3,307,Round 16
East of England,45-54,102,06/12/2021,5,423,Round 16
East of England,55-64,102,06/12/2021,4,462,Round 16
East of England,65+,102,06/12/2021,1,551,Round 16
London,5-12,102,06/12/2021,10,249,Round 16
London,13-17,102,06/12/2021,6,155,Round 16
London,18-24,102,06/12/2021,1,88,Round 16
London,25-34,102,06/12/2021,6,491,Round 16
London,35-44,102,06/12/2021,13,666,Round 16
London,45-54,102,06/12/2021,12,608,Round 16
London,55-64,102,06/12/2021,4,595,Round 16
London,65+,102,06/12/2021,2,603,Round 16
Midlands,5-12,102,06/12/2021,8,250,Round 16
Midlands,13-17,102,06/12/2021,6,164,Round 16
Midlands,18-24,102,06/12/2021,2,84,Round 16
Midlands,25-34,102,06/12/2021,1,278,Round 16
Midlands,35-44,102,06/12/2021,8,463,Round 16
Midlands,45-54,102,06/12/2021,9,625,Round 16
Midlands,55-64,102,06/12/2021,11,797,Round 16
Midlands,65+,102,06/12/2021,2,911,Round 16
North East and Yorkshire,5-12,102,06/12/2021,8,195,Round 16
North East and Yorkshire,13-17,102,06/12/2021,1,123,Round 16
North East and Yorkshire,18-24,102,06/12/2021,0,63,Round 16
North East and Yorkshire,25-34,102,06/12/2021,5,214,Round 16
North East and Yorkshire,35-44,102,06/12/2021,4,368,Round 16
North East and Yorkshire,45-54,102,06/12/2021,6,505,Round 16
North East and Yorkshire,55-64,102,06/12/2021,5,617,Round 16
North East and Yorkshire,65+,102,06/12/2021,1,717,Round 16
North West,5-12,102,06/12/2021,4,142,Round 16
North West,13-17,102,06/12/2021,0,73,Round 16
North West,18-24,102,06/12/2021,0,49,Round 16
North West,25-34,102,06/12/2021,1,156,Round 16
North West,35-44,102,06/12/2021,6,295,Round 16
North West,45-54,102,06/12/2021,2,427,Round 16
North West,55-64,102,06/12/2021,2,530,Round 16
North West,65+,102,06/12/2021,1,581,Round 16
South East,5-12,102,06/12/2021,5,194,Round 16
South East,13-17,102,06/12/2021,4,157,Round 16
South East,18-24,102,06/12/2021,1,90,Round 16
South East,25-34,102,06/12/2021,4,257,Round 16
South East,35-44,102,06/12/2021,8,491,Round 16
South East,45-54,102,06/12/2021,10,584,Round 16
South East,55-64,102,06/12/2021,9,702,Round 16
South East,65+,102,06/12/2021,3,847,Round 16
South West,5-12,102,06/12/2021,6,122,Round 16
South West,13-17,102,06/12/2021,3,85,Round 16
South West,18-24,102,06/12/2021,1,56,Round 16
South West,25-34,102,06/12/2021,2,171,Round 16
South West,35-44,102,06/12/2021,3,254,Round 16
South West,45-54,102,06/12/2021,8,348,Round 16
South West,55-64,102,06/12/2021,8,397,Round 16
South West,65+,102,06/12/2021,1,483,Round 16
East of England,5-12,103,13/12/2021,2,44,Round 16
East of England,13-17,103,13/12/2021,0,37,Round 16
East of England,18-24,103,13/12/2021,0,30,Round 16
East of England,25-34,103,13/12/2021,2,72,Round 16
East of England,35-44,103,13/12/2021,4,98,Round 16
East of England,45-54,103,13/12/2021,0,130,Round 16
East of England,55-64,103,13/12/2021,0,104,Round 16
East of England,65+,103,13/12/2021,0,106,Round 16
London,5-12,103,13/12/2021,2,79,Round 16
London,13-17,103,13/12/2021,1,68,Round 16
London,18-24,103,13/12/2021,1,30,Round 16
London,25-34,103,13/12/2021,9,174,Round 16
London,35-44,103,13/12/2021,14,231,Round 16
London,45-54,103,13/12/2021,7,194,Round 16
London,55-64,103,13/12/2021,2,151,Round 16
London,65+,103,13/12/2021,3,145,Round 16
Midlands,5-12,103,13/12/2021,2,64,Round 16
Midlands,13-17,103,13/12/2021,0,47,Round 16
Midlands,18-24,103,13/12/2021,2,45,Round 16
Midlands,25-34,103,13/12/2021,5,98,Round 16
Midlands,35-44,103,13/12/2021,1,141,Round 16
Midlands,45-54,103,13/12/2021,1,163,Round 16
Midlands,55-64,103,13/12/2021,0,192,Round 16
Midlands,65+,103,13/12/2021,0,158,Round 16
North East and Yorkshire,5-12,103,13/12/2021,1,58,Round 16
North East and Yorkshire,13-17,103,13/12/2021,0,37,Round 16
North East and Yorkshire,18-24,103,13/12/2021,0,20,Round 16
North East and Yorkshire,25-34,103,13/12/2021,0,69,Round 16
North East and Yorkshire,35-44,103,13/12/2021,2,120,Round 16
North East and Yorkshire,45-54,103,13/12/2021,3,128,Round 16
North East and Yorkshire,55-64,103,13/12/2021,1,124,Round 16
North East and Yorkshire,65+,103,13/12/2021,1,127,Round 16
North West,5-12,103,13/12/2021,0,34,Round 16
North West,13-17,103,13/12/2021,1,23,Round 16
North West,18-24,103,13/12/2021,0,21,Round 16
North West,25-34,103,13/12/2021,1,62,Round 16
North West,35-44,103,13/12/2021,0,75,Round 16
North West,45-54,103,13/12/2021,3,118,Round 16
North West,55-64,103,13/12/2021,1,118,Round 16
North West,65+,103,13/12/2021,0,105,Round 16
South East,5-12,103,13/12/2021,8,78,Round 16
South East,13-17,103,13/12/2021,1,39,Round 16
South East,18-24,103,13/12/2021,1,33,Round 16
South East,25-34,103,13/12/2021,1,95,Round 16
South East,35-44,103,13/12/2021,3,157,Round 16
South East,45-54,103,13/12/2021,4,177,Round 16
South East,55-64,103,13/12/2021,2,159,Round 16
South East,65+,103,13/12/2021,0,141,Round 16
South West,5-12,103,13/12/2021,0,33,Round 16
South West,13-17,103,13/12/2021,0,35,Round 16
South West,18-24,103,13/12/2021,0,15,Round 16
South West,25-34,103,13/12/2021,0,53,Round 16
South West,35-44,103,13/12/2021,2,72,Round 16
South West,45-54,103,13/12/2021,0,86,Round 16
South West,55-64,103,13/12/2021,0,86,Round 16
South West,65+,103,13/12/2021,1,87,Round 16
East of England,5-12,106,03/01/2022,17,202,Round 17
East of England,13-17,106,03/01/2022,9,202,Round 17
East of England,18-24,106,03/01/2022,2,88,Round 17
East of England,25-34,106,03/01/2022,8,181,Round 17
East of England,35-44,106,03/01/2022,11,285,Round 17
East of England,45-54,106,03/01/2022,16,484,Round 17
East of England,55-64,106,03/01/2022,22,714,Round 17
East of England,65+,106,03/01/2022,24,1034,Round 17
London,5-12,106,03/01/2022,20,267,Round 17
London,13-17,106,03/01/2022,13,234,Round 17
London,18-24,106,03/01/2022,6,117,Round 17
London,25-34,106,03/01/2022,21,398,Round 17
London,35-44,106,03/01/2022,30,505,Round 17
London,45-54,106,03/01/2022,36,538,Round 17
London,55-64,106,03/01/2022,19,562,Round 17
London,65+,106,03/01/2022,34,711,Round 17
Midlands,5-12,106,03/01/2022,13,291,Round 17
Midlands,13-17,106,03/01/2022,11,321,Round 17
Midlands,18-24,106,03/01/2022,13,149,Round 17
Midlands,25-34,106,03/01/2022,26,310,Round 17
Midlands,35-44,106,03/01/2022,33,517,Round 17
Midlands,45-54,106,03/01/2022,41,773,Round 17
Midlands,55-64,106,03/01/2022,44,1096,Round 17
Midlands,65+,106,03/01/2022,60,1630,Round 17
North East and Yorkshire,5-12,106,03/01/2022,17,225,Round 17
North East and Yorkshire,13-17,106,03/01/2022,9,219,Round 17
North East and Yorkshire,18-24,106,03/01/2022,9,97,Round 17
North East and Yorkshire,25-34,106,03/01/2022,27,243,Round 17
North East and Yorkshire,35-44,106,03/01/2022,35,419,Round 17
North East and Yorkshire,45-54,106,03/01/2022,41,609,Round 17
North East and Yorkshire,55-64,106,03/01/2022,54,882,Round 17
North East and Yorkshire,65+,106,03/01/2022,64,1319,Round 17
North West,5-12,106,03/01/2022,10,155,Round 17
North West,13-17,106,03/01/2022,9,150,Round 17
North West,18-24,106,03/01/2022,3,68,Round 17
North West,25-34,106,03/01/2022,18,187,Round 17
North West,35-44,106,03/01/2022,11,286,Round 17
North West,45-54,106,03/01/2022,35,437,Round 17
North West,55-64,106,03/01/2022,47,586,Round 17
North West,65+,106,03/01/2022,32,930,Round 17
South East,5-12,106,03/01/2022,10,264,Round 17
South East,13-17,106,03/01/2022,10,286,Round 17
South East,18-24,106,03/01/2022,6,93,Round 17
South East,25-34,106,03/01/2022,9,240,Round 17
South East,35-44,106,03/01/2022,21,471,Round 17
South East,45-54,106,03/01/2022,26,641,Round 17
South East,55-64,106,03/01/2022,31,934,Round 17
South East,65+,106,03/01/2022,39,1511,Round 17
South West,5-12,106,03/01/2022,4,176,Round 17
South West,13-17,106,03/01/2022,5,182,Round 17
South West,18-24,106,03/01/2022,3,59,Round 17
South West,25-34,106,03/01/2022,12,166,Round 17
South West,35-44,106,03/01/2022,15,262,Round 17
South West,45-54,106,03/01/2022,19,441,Round 17
South West,55-64,106,03/01/2022,25,690,Round 17
South West,65+,106,03/01/2022,22,1151,Round 17
East of England,5-12,107,10/01/2022,20,371,Round 17
East of England,13-17,107,10/01/2022,10,238,Round 17
East of England,18-24,107,10/01/2022,9,136,Round 17
East of England,25-34,107,10/01/2022,16,438,Round 17
East of England,35-44,107,10/01/2022,27,763,Round 17
East of England,45-54,107,10/01/2022,36,1136,Round 17
East of England,55-64,107,10/01/2022,35,1473,Round 17
East of England,65+,107,10/01/2022,37,2362,Round 17
London,5-12,107,10/01/2022,47,542,Round 17
London,13-17,107,10/01/2022,16,333,Round 17
London,18-24,107,10/01/2022,3,239,Round 17
London,25-34,107,10/01/2022,46,1001,Round 17
London,35-44,107,10/01/2022,68,1345,Round 17
London,45-54,107,10/01/2022,59,1341,Round 17
London,55-64,107,10/01/2022,58,1308,Round 17
London,65+,107,10/01/2022,51,1644,Round 17
Midlands,5-12,107,10/01/2022,37,590,Round 17
Midlands,13-17,107,10/01/2022,18,368,Round 17
Midlands,18-24,107,10/01/2022,17,283,Round 17
Midlands,25-34,107,10/01/2022,37,646,Round 17
Midlands,35-44,107,10/01/2022,60,1059,Round 17
Midlands,45-54,107,10/01/2022,68,1687,Round 17
Midlands,55-64,107,10/01/2022,92,2355,Round 17
Midlands,65+,107,10/01/2022,103,3480,Round 17
NA,45-54,107,10/01/2022,0,1,Round 17
North East and Yorkshire,5-12,107,10/01/2022,33,402,Round 17
North East and Yorkshire,13-17,107,10/01/2022,16,279,Round 17
North East and Yorkshire,18-24,107,10/01/2022,16,171,Round 17
North East and Yorkshire,25-34,107,10/01/2022,31,547,Round 17
North East and Yorkshire,35-44,107,10/01/2022,63,912,Round 17
North East and Yorkshire,45-54,107,10/01/2022,61,1376,Round 17
North East and Yorkshire,55-64,107,10/01/2022,92,1868,Round 17
North East and Yorkshire,65+,107,10/01/2022,111,2713,Round 17
North West,5-12,107,10/01/2022,27,302,Round 17
North West,13-17,107,10/01/2022,12,208,Round 17
North West,18-24,107,10/01/2022,13,143,Round 17
North West,25-34,107,10/01/2022,21,373,Round 17
North West,35-44,107,10/01/2022,28,688,Round 17
North West,45-54,107,10/01/2022,58,1056,Round 17
North West,55-64,107,10/01/2022,74,1433,Round 17
North West,65+,107,10/01/2022,72,2098,Round 17
South East,5-12,107,10/01/2022,34,602,Round 17
South East,13-17,107,10/01/2022,19,379,Round 17
South East,18-24,107,10/01/2022,6,224,Round 17
South East,25-34,107,10/01/2022,24,577,Round 17
South East,35-44,107,10/01/2022,42,1107,Round 17
South East,45-54,107,10/01/2022,47,1660,Round 17
South East,55-64,107,10/01/2022,58,2139,Round 17
South East,65+,107,10/01/2022,48,3102,Round 17
South West,5-12,107,10/01/2022,10,286,Round 17
South West,13-17,107,10/01/2022,6,235,Round 17
South West,18-24,107,10/01/2022,4,153,Round 17
South West,25-34,107,10/01/2022,22,410,Round 17
South West,35-44,107,10/01/2022,26,638,Round 17
South West,45-54,107,10/01/2022,22,970,Round 17
South West,55-64,107,10/01/2022,26,1404,Round 17
South West,65+,107,10/01/2022,41,2236,Round 17
East of England,5-12,108,17/01/2022,18,193,Round 17
East of England,13-17,108,17/01/2022,6,89,Round 17
East of England,18-24,108,17/01/2022,3,66,Round 17
East of England,25-34,108,17/01/2022,3,194,Round 17
East of England,35-44,108,17/01/2022,13,343,Round 17
East of England,45-54,108,17/01/2022,8,465,Round 17
East of England,55-64,108,17/01/2022,10,486,Round 17
East of England,65+,108,17/01/2022,10,526,Round 17
London,5-12,108,17/01/2022,28,298,Round 17
London,13-17,108,17/01/2022,9,132,Round 17
London,18-24,108,17/01/2022,2,142,Round 17
London,25-34,108,17/01/2022,28,565,Round 17
London,35-44,108,17/01/2022,31,735,Round 17
London,45-54,108,17/01/2022,27,668,Round 17
London,55-64,108,17/01/2022,12,636,Round 17
London,65+,108,17/01/2022,12,533,Round 17
Midlands,5-12,108,17/01/2022,37,266,Round 17
Midlands,13-17,108,17/01/2022,9,127,Round 17
Midlands,18-24,108,17/01/2022,5,94,Round 17
Midlands,25-34,108,17/01/2022,10,316,Round 17
Midlands,35-44,108,17/01/2022,23,494,Round 17
Midlands,45-54,108,17/01/2022,18,676,Round 17
Midlands,55-64,108,17/01/2022,21,740,Round 17
Midlands,65+,108,17/01/2022,24,748,Round 17
North East and Yorkshire,5-12,108,17/01/2022,19,193,Round 17
North East and Yorkshire,13-17,108,17/01/2022,6,107,Round 17
North East and Yorkshire,18-24,108,17/01/2022,3,83,Round 17
North East and Yorkshire,25-34,108,17/01/2022,14,231,Round 17
North East and Yorkshire,35-44,108,17/01/2022,20,394,Round 17
North East and Yorkshire,45-54,108,17/01/2022,14,513,Round 17
North East and Yorkshire,55-64,108,17/01/2022,20,610,Round 17
North East and Yorkshire,65+,108,17/01/2022,18,681,Round 17
North West,5-12,108,17/01/2022,14,141,Round 17
North West,13-17,108,17/01/2022,3,98,Round 17
North West,18-24,108,17/01/2022,1,55,Round 17
North West,25-34,108,17/01/2022,5,183,Round 17
North West,35-44,108,17/01/2022,17,307,Round 17
North West,45-54,108,17/01/2022,18,404,Round 17
North West,55-64,108,17/01/2022,17,451,Round 17
North West,65+,108,17/01/2022,17,533,Round 17
South East,5-12,108,17/01/2022,22,288,Round 17
South East,13-17,108,17/01/2022,6,156,Round 17
South East,18-24,108,17/01/2022,4,112,Round 17
South East,25-34,108,17/01/2022,5,269,Round 17
South East,35-44,108,17/01/2022,18,489,Round 17
South East,45-54,108,17/01/2022,14,691,Round 17
South East,55-64,108,17/01/2022,10,727,Round 17
South East,65+,108,17/01/2022,15,769,Round 17
South West,5-12,108,17/01/2022,9,146,Round 17
South West,13-17,108,17/01/2022,1,79,Round 17
South West,18-24,108,17/01/2022,3,63,Round 17
South West,25-34,108,17/01/2022,7,173,Round 17
South West,35-44,108,17/01/2022,6,295,Round 17
South West,45-54,108,17/01/2022,11,398,Round 17
South West,55-64,108,17/01/2022,10,477,Round 17
South West,65+,108,17/01/2022,9,526,Round 17
London,25-34,109,24/01/2022,0,2,Round 17
London,35-44,109,24/01/2022,0,2,Round 17
South East,5-12,109,24/01/2022,0,2,Round 17
South East,13-17,109,24/01/2022,0,1,Round 17
South East,25-34,109,24/01/2022,0,1,Round 17
South East,45-54,109,24/01/2022,0,2,Round 17
East of England,5-12,111,07/02/2022,13,116,Round 18
East of England,13-17,111,07/02/2022,15,277,Round 18
East of England,18-24,111,07/02/2022,12,223,Round 18
East of England,25-34,111,07/02/2022,14,400,Round 18
East of England,35-44,111,07/02/2022,15,413,Round 18
